;period_from;period_to;point_type;cross_border_point_type;eu_relationship;region_key;adjacent_region_key;indicator;direction_key;value
1619;2021-03-15T06:00:00+01:00;2021-03-16T06:00:00+01:00;Storage point;In-country EU;within EU;NWE;NWE;Physical Flow;exit;62538274.544
1620;2021-03-15T06:00:00+01:00;2021-03-16T06:00:00+01:00;Transmission Point;In-country EU;within EU;NWE;NWE;Physical Flow;entry;1481028635.06
1621;2021-03-15T06:00:00+01:00;2021-03-16T06:00:00+01:00;Transmission Point;In-country EU;within EU;NWE;NWE;Physical Flow;exit;1466612221.4239998
1622;2021-03-16T06:00:00+01:00;2021-03-17T06:00:00+01:00;Aggregated Point - Final Consumers;In-country EU;within EU;NWE;NWE;Physical Flow;exit;544625826.5
1623;2021-03-16T06:00:00+01:00;2021-03-17T06:00:00+01:00;Aggregated production point - TP;In-country EU;within EU;NWE;NWE;Physical Flow;entry;125514828.524
1624;2021-03-16T06:00:00+01:00;2021-03-17T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU;Cross-Border EU|Non-EU;between EU and Non-EU;NWE;CH/IT;Physical Flow;exit;365275258.5
1625;2021-03-16T06:00:00+01:00;2021-03-17T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;EE;Physical Flow;entry;3511395540.0
1626;2021-03-16T06:00:00+01:00;2021-03-17T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;NE;Physical Flow;entry;5556711609.8
1627;2021-03-16T06:00:00+01:00;2021-03-17T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;NE;Physical Flow;exit;0.0
1628;2021-03-16T06:00:00+01:00;2021-03-17T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;CE;Physical Flow;entry;5008951088.0
1629;2021-03-16T06:00:00+01:00;2021-03-17T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;CE;Physical Flow;exit;6823004305.0
1630;2021-03-16T06:00:00+01:00;2021-03-17T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NE;Physical Flow;entry;0.0
1631;2021-03-16T06:00:00+01:00;2021-03-17T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NE;Physical Flow;exit;175633676.0
1632;2021-03-16T06:00:00+01:00;2021-03-17T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NWE;Physical Flow;entry;3774192170.5199995
1633;2021-03-16T06:00:00+01:00;2021-03-17T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NWE;Physical Flow;exit;1681874337.8000002
1634;2021-03-16T06:00:00+01:00;2021-03-17T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;WE;Physical Flow;entry;38259102.0
1635;2021-03-16T06:00:00+01:00;2021-03-17T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;WE;Physical Flow;exit;28387350.0
1636;2021-03-16T06:00:00+01:00;2021-03-17T06:00:00+01:00;Cross-Border Transmission IP within EU;In-country EU;within EU;NWE;NWE;Physical Flow;entry;1025993576.0
1637;2021-03-16T06:00:00+01:00;2021-03-17T06:00:00+01:00;Cross-Border Transmission IP within EU;In-country EU;within EU;NWE;NWE;Physical Flow;exit;0.0
1638;2021-03-16T06:00:00+01:00;2021-03-17T06:00:00+01:00;Storage point;In-country EU;within EU;NWE;NWE;Physical Flow;entry;907564670.0
1639;2021-03-16T06:00:00+01:00;2021-03-17T06:00:00+01:00;Storage point;In-country EU;within EU;NWE;NWE;Physical Flow;exit;242046408.59199995
1640;2021-03-16T06:00:00+01:00;2021-03-17T06:00:00+01:00;Transmission Point;In-country EU;within EU;NWE;NWE;Physical Flow;entry;1642088333.62
1641;2021-03-16T06:00:00+01:00;2021-03-17T06:00:00+01:00;Transmission Point;In-country EU;within EU;NWE;NWE;Physical Flow;exit;1625608301.7600002
1642;2021-03-17T06:00:00+01:00;2021-03-18T06:00:00+01:00;Aggregated Point - Final Consumers;In-country EU;within EU;NWE;NWE;Physical Flow;exit;609077746.2
1643;2021-03-17T06:00:00+01:00;2021-03-18T06:00:00+01:00;Aggregated production point - TP;In-country EU;within EU;NWE;NWE;Physical Flow;entry;123330166.13
1644;2021-03-17T06:00:00+01:00;2021-03-18T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU;Cross-Border EU|Non-EU;between EU and Non-EU;NWE;CH/IT;Physical Flow;exit;366959731.1
1645;2021-03-17T06:00:00+01:00;2021-03-18T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;EE;Physical Flow;entry;3504620956.0
1646;2021-03-17T06:00:00+01:00;2021-03-18T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;NE;Physical Flow;entry;5271162271.6
1647;2021-03-17T06:00:00+01:00;2021-03-18T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;NE;Physical Flow;exit;0.0
1648;2021-03-17T06:00:00+01:00;2021-03-18T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;CE;Physical Flow;entry;4723284024.0
1649;2021-03-17T06:00:00+01:00;2021-03-18T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;CE;Physical Flow;exit;6694576831.0
1650;2021-03-17T06:00:00+01:00;2021-03-18T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NE;Physical Flow;entry;0.0
1651;2021-03-17T06:00:00+01:00;2021-03-18T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NE;Physical Flow;exit;128841986.0
1652;2021-03-17T06:00:00+01:00;2021-03-18T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NWE;Physical Flow;entry;4165588527.799999
1653;2021-03-17T06:00:00+01:00;2021-03-18T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NWE;Physical Flow;exit;1774503351.1999998
1654;2021-03-17T06:00:00+01:00;2021-03-18T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;WE;Physical Flow;entry;57548794.0
1655;2021-03-17T06:00:00+01:00;2021-03-18T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;WE;Physical Flow;exit;29082118.0
1656;2021-03-17T06:00:00+01:00;2021-03-18T06:00:00+01:00;Cross-Border Transmission IP within EU;In-country EU;within EU;NWE;NWE;Physical Flow;entry;1056868054.0
1657;2021-03-17T06:00:00+01:00;2021-03-18T06:00:00+01:00;Cross-Border Transmission IP within EU;In-country EU;within EU;NWE;NWE;Physical Flow;exit;0.0
1658;2021-03-17T06:00:00+01:00;2021-03-18T06:00:00+01:00;Storage point;In-country EU;within EU;NWE;NWE;Physical Flow;entry;991003986.6680002
1659;2021-03-17T06:00:00+01:00;2021-03-18T06:00:00+01:00;Storage point;In-country EU;within EU;NWE;NWE;Physical Flow;exit;369775940.7919998
1660;2021-03-17T06:00:00+01:00;2021-03-18T06:00:00+01:00;Transmission Point;In-country EU;within EU;NWE;NWE;Physical Flow;entry;1606793138.7800002
1661;2021-03-17T06:00:00+01:00;2021-03-18T06:00:00+01:00;Transmission Point;In-country EU;within EU;NWE;NWE;Physical Flow;exit;1591303784.65
1662;2021-03-18T06:00:00+01:00;2021-03-19T06:00:00+01:00;Aggregated Point - Final Consumers;In-country EU;within EU;NWE;NWE;Physical Flow;exit;628212146.1
1663;2021-03-18T06:00:00+01:00;2021-03-19T06:00:00+01:00;Aggregated production point - TP;In-country EU;within EU;NWE;NWE;Physical Flow;entry;120154385.39
1664;2021-03-18T06:00:00+01:00;2021-03-19T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU;Cross-Border EU|Non-EU;between EU and Non-EU;NWE;CH/IT;Physical Flow;entry;0.0
1665;2021-03-18T06:00:00+01:00;2021-03-19T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU;Cross-Border EU|Non-EU;between EU and Non-EU;NWE;CH/IT;Physical Flow;exit;970118344.0
1666;2021-03-18T06:00:00+01:00;2021-03-19T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;EE;Physical Flow;entry;5919120658.0
1667;2021-03-18T06:00:00+01:00;2021-03-19T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;EE;Physical Flow;exit;0.0
1668;2021-03-18T06:00:00+01:00;2021-03-19T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;NE;Physical Flow;entry;5356307062.799999
1669;2021-03-18T06:00:00+01:00;2021-03-19T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;NE;Physical Flow;exit;0.0
1670;2021-03-18T06:00:00+01:00;2021-03-19T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;CE;Physical Flow;entry;4716006398.0
1671;2021-03-18T06:00:00+01:00;2021-03-19T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;CE;Physical Flow;exit;7544673897.0
1672;2021-03-18T06:00:00+01:00;2021-03-19T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NE;Physical Flow;entry;0.0
1673;2021-03-18T06:00:00+01:00;2021-03-19T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NE;Physical Flow;exit;129061240.0
1674;2021-03-18T06:00:00+01:00;2021-03-19T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NWE;Physical Flow;entry;4639796446.400001
1675;2021-03-18T06:00:00+01:00;2021-03-19T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NWE;Physical Flow;exit;1511697293.6
1676;2021-03-18T06:00:00+01:00;2021-03-19T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;WE;Physical Flow;entry;72440042.0
1677;2021-03-18T06:00:00+01:00;2021-03-19T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;WE;Physical Flow;exit;29962118.0
1678;2021-03-18T06:00:00+01:00;2021-03-19T06:00:00+01:00;Cross-Border Transmission IP within EU;In-country EU;within EU;NWE;NWE;Physical Flow;entry;1097056096.0
1679;2021-03-18T06:00:00+01:00;2021-03-19T06:00:00+01:00;Cross-Border Transmission IP within EU;In-country EU;within EU;NWE;NWE;Physical Flow;exit;0.0
1680;2021-03-18T06:00:00+01:00;2021-03-19T06:00:00+01:00;Storage point;In-country EU;within EU;NWE;NWE;Physical Flow;entry;1169112555.0
1681;2021-03-18T06:00:00+01:00;2021-03-19T06:00:00+01:00;Storage point;In-country EU;within EU;NWE;NWE;Physical Flow;exit;9530350.003999993
1682;2021-03-18T06:00:00+01:00;2021-03-19T06:00:00+01:00;Transmission Point;In-country EU;within EU;NWE;NWE;Physical Flow;entry;1632799429.2399998
1683;2021-03-18T06:00:00+01:00;2021-03-19T06:00:00+01:00;Transmission Point;In-country EU;within EU;NWE;NWE;Physical Flow;exit;1615371311.54
1684;2021-03-19T06:00:00+01:00;2021-03-20T06:00:00+01:00;Aggregated Point - Final Consumers;In-country EU;within EU;NWE;NWE;Physical Flow;exit;1065747262.3999999
1685;2021-03-19T06:00:00+01:00;2021-03-20T06:00:00+01:00;Aggregated production point - TP;In-country EU;within EU;NWE;NWE;Physical Flow;entry;241526059.32
1686;2021-03-19T06:00:00+01:00;2021-03-20T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU;Cross-Border EU|Non-EU;between EU and Non-EU;NWE;CH/IT;Physical Flow;entry;0.0
1687;2021-03-19T06:00:00+01:00;2021-03-20T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU;Cross-Border EU|Non-EU;between EU and Non-EU;NWE;CH/IT;Physical Flow;exit;1953618418.4
1688;2021-03-19T06:00:00+01:00;2021-03-20T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;EE;Physical Flow;entry;11815200348.0
1689;2021-03-19T06:00:00+01:00;2021-03-20T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;EE;Physical Flow;exit;0.0
1690;2021-03-19T06:00:00+01:00;2021-03-20T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;NE;Physical Flow;entry;10681169396.400002
1691;2021-03-19T06:00:00+01:00;2021-03-20T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;NE;Physical Flow;exit;0.0
1692;2021-03-19T06:00:00+01:00;2021-03-20T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;CE;Physical Flow;entry;9944545252.0
1693;2021-03-19T06:00:00+01:00;2021-03-20T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;CE;Physical Flow;exit;15745000250.0
1694;2021-03-19T06:00:00+01:00;2021-03-20T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NE;Physical Flow;entry;0.0
1695;2021-03-19T06:00:00+01:00;2021-03-20T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NE;Physical Flow;exit;305890284.0
1696;2021-03-19T06:00:00+01:00;2021-03-20T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NWE;Physical Flow;entry;9507380049.999996
1697;2021-03-19T06:00:00+01:00;2021-03-20T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NWE;Physical Flow;exit;2616790064.7999997
1698;2021-03-19T06:00:00+01:00;2021-03-20T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;WE;Physical Flow;entry;74967284.0
1699;2021-03-19T06:00:00+01:00;2021-03-20T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;WE;Physical Flow;exit;162187596.0
1700;2021-03-19T06:00:00+01:00;2021-03-20T06:00:00+01:00;Cross-Border Transmission IP within EU;In-country EU;within EU;NWE;NWE;Physical Flow;entry;2101913272.0
1701;2021-03-19T06:00:00+01:00;2021-03-20T06:00:00+01:00;Cross-Border Transmission IP within EU;In-country EU;within EU;NWE;NWE;Physical Flow;exit;0.0
1702;2021-03-19T06:00:00+01:00;2021-03-20T06:00:00+01:00;Storage point;In-country EU;within EU;NWE;NWE;Physical Flow;entry;1858346822.0
1703;2021-03-19T06:00:00+01:00;2021-03-20T06:00:00+01:00;Storage point;In-country EU;within EU;NWE;NWE;Physical Flow;exit;10552653.24000001
1704;2021-03-19T06:00:00+01:00;2021-03-20T06:00:00+01:00;Transmission Point;In-country EU;within EU;NWE;NWE;Physical Flow;entry;2849173220.6400003
1705;2021-03-19T06:00:00+01:00;2021-03-20T06:00:00+01:00;Transmission Point;In-country EU;within EU;NWE;NWE;Physical Flow;exit;2825311202.5599995
1706;2021-03-20T06:00:00+01:00;2021-03-21T06:00:00+01:00;Aggregated Point - Final Consumers;In-country EU;within EU;NWE;NWE;Physical Flow;exit;442152353.59999996
1707;2021-03-20T06:00:00+01:00;2021-03-21T06:00:00+01:00;Aggregated production point - TP;In-country EU;within EU;NWE;NWE;Physical Flow;entry;127623137.911
1708;2021-03-20T06:00:00+01:00;2021-03-21T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU;Cross-Border EU|Non-EU;between EU and Non-EU;NWE;CH/IT;Physical Flow;entry;0.0
1709;2021-03-20T06:00:00+01:00;2021-03-21T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU;Cross-Border EU|Non-EU;between EU and Non-EU;NWE;CH/IT;Physical Flow;exit;918079684.6
1710;2021-03-20T06:00:00+01:00;2021-03-21T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;EE;Physical Flow;entry;5887412854.0
1711;2021-03-20T06:00:00+01:00;2021-03-21T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;EE;Physical Flow;exit;0.0
1712;2021-03-20T06:00:00+01:00;2021-03-21T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;NE;Physical Flow;entry;5141765525.6
1713;2021-03-20T06:00:00+01:00;2021-03-21T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;NE;Physical Flow;exit;0.0
1714;2021-03-20T06:00:00+01:00;2021-03-21T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;CE;Physical Flow;entry;4988025490.0
1715;2021-03-20T06:00:00+01:00;2021-03-21T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;CE;Physical Flow;exit;8158697656.0
1716;2021-03-20T06:00:00+01:00;2021-03-21T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NE;Physical Flow;entry;0.0
1717;2021-03-20T06:00:00+01:00;2021-03-21T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NE;Physical Flow;exit;94967168.0
1718;2021-03-20T06:00:00+01:00;2021-03-21T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NWE;Physical Flow;entry;4406423517.400001
1719;2021-03-20T06:00:00+01:00;2021-03-21T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NWE;Physical Flow;exit;1905235622.2
1720;2021-03-20T06:00:00+01:00;2021-03-21T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;WE;Physical Flow;entry;42968486.0
1721;2021-03-20T06:00:00+01:00;2021-03-21T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;WE;Physical Flow;exit;55311512.0
1722;2021-03-20T06:00:00+01:00;2021-03-21T06:00:00+01:00;Cross-Border Transmission IP within EU;In-country EU;within EU;NWE;NWE;Physical Flow;entry;968610828.0
1723;2021-03-20T06:00:00+01:00;2021-03-21T06:00:00+01:00;Cross-Border Transmission IP within EU;In-country EU;within EU;NWE;NWE;Physical Flow;exit;0.0
1724;2021-03-20T06:00:00+01:00;2021-03-21T06:00:00+01:00;Storage point;In-country EU;within EU;NWE;NWE;Physical Flow;entry;880491480.0
1725;2021-03-20T06:00:00+01:00;2021-03-21T06:00:00+01:00;Storage point;In-country EU;within EU;NWE;NWE;Physical Flow;exit;182075010.72000003
1726;2021-03-20T06:00:00+01:00;2021-03-21T06:00:00+01:00;Transmission Point;In-country EU;within EU;NWE;NWE;Physical Flow;entry;1105711035.94
1727;2021-03-20T06:00:00+01:00;2021-03-21T06:00:00+01:00;Transmission Point;In-country EU;within EU;NWE;NWE;Physical Flow;exit;1097263834.06
1728;2021-03-21T06:00:00+01:00;2021-03-22T06:00:00+01:00;Aggregated Point - Final Consumers;In-country EU;within EU;NWE;NWE;Physical Flow;exit;441356654.8
1729;2021-03-21T06:00:00+01:00;2021-03-22T06:00:00+01:00;Aggregated production point - TP;In-country EU;within EU;NWE;NWE;Physical Flow;entry;127159918.59099999
1730;2021-03-21T06:00:00+01:00;2021-03-22T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU;Cross-Border EU|Non-EU;between EU and Non-EU;NWE;CH/IT;Physical Flow;entry;0.0
1731;2021-03-21T06:00:00+01:00;2021-03-22T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU;Cross-Border EU|Non-EU;between EU and Non-EU;NWE;CH/IT;Physical Flow;exit;982081686.7
1732;2021-03-21T06:00:00+01:00;2021-03-22T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;EE;Physical Flow;entry;5909397014.0
1733;2021-03-21T06:00:00+01:00;2021-03-22T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;EE;Physical Flow;exit;0.0
1734;2021-03-21T06:00:00+01:00;2021-03-22T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;NE;Physical Flow;entry;5327392982.4
1735;2021-03-21T06:00:00+01:00;2021-03-22T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;NE;Physical Flow;exit;0.0
1736;2021-03-21T06:00:00+01:00;2021-03-22T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;CE;Physical Flow;entry;4939569562.0
1737;2021-03-21T06:00:00+01:00;2021-03-22T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;CE;Physical Flow;exit;8286850155.0
1738;2021-03-21T06:00:00+01:00;2021-03-22T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NE;Physical Flow;entry;0.0
1739;2021-03-21T06:00:00+01:00;2021-03-22T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NE;Physical Flow;exit;107261322.0
